Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
1550-5643,1,Lamborghini (Automobili Lamborghini),No New or Updated Incident Reports,5,2023,JUN-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1263-5642,1,"Suzuki Motor USA, LLC",No New or Updated Incident Reports,5,2023,JUN-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
33458-5543,1,"Refraction AI, Inc",No New or Updated Incident Reports,5,2023,JUN-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
33475-5623,1,Oxbotica,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
33475-5622,1,Oxbotica,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
31099-5621,1,"Telenav, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
19901-5606,1,Valeo,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30690-5600,1,Robotic Research,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30451-5598,1,Gatik AI Inc.,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
753-5589,1,"Kia America, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30490-5587,1,"Beep, Inc.",No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1422-5578,1,"Volvo Car USA, LLC",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30350-5577,1,AImotive Inc,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
28349-5568,1,"Lucid USA, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30530-5555,1,"Aurora Operations, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30414-5553,1,Easymile Inc.,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
273-5552,1,"Chrysler (FCA US, LLC)",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30533-5551,1,STEER Tech,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
11196-5507,1,"Denso International America, Inc.",No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1712-5549,1,"Robert Bosch, LLC",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30590-5548,1,Apple Inc.,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10003-5547,1,"Navistar, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30632-5546,1,Deeproute.ai Ltd.,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30632-5545,1,Deeproute.ai Ltd.,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
988-5544,1,PACCAR Incorporated,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
29990-5542,1,"Rivian Automotive, LLC",No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
842-5540,1,Mazda North American Operations,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1042-5538,1,"Porsche Cars North America, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30650-5535,1,"Qualcomm Technlogies, Inc",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30432-5534,1,Apex.AI Inc.,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-5533,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,12,2022,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-5532,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,11,2022,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-5531,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,10,2022,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-5530,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,1,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-5529,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,2,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-5528,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,3,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-5527,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-5526,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
945-5525,1,"Nissan North America, Inc.",No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30330-5524,1,"TORC Robotics, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30351-5523,1,comma.ai,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1420-5522,1,"Volkswagen Group of America, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30793-5521,1,"Woven Planet North America, Inc.",No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
502-5520,1,Ford Motor Company,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
540-5519,1,"General Motors, LLC",No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
31096-5518,1,"MV Transportation, Inc",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
883-5514,1,"Mitsubishi Motors North America, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10767-5513,1,"Bentley Motors, Inc.",No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
690-5512,1,Isuzu Motors Limited,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
14961-5511,1,"Jaguar Land Rover North America, LLC",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
12381-5510,1,"Daimler Trucks North America, LLC",No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
855-5508,1,"Mercedes-Benz USA, LLC",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
5341-5506,1,WABCO USA LLC,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10516-5504,1,"ZF North America, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30291-5503,1,Nuro,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10561-5502,1,APTIV,No New or Updated Incident Reports,4,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
837-5499,1,"Maserati North America, Inc.",No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,,,,,,,,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30450-5494,1,Ghost Autonomy Inc.,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30571-5493,1,NVIDIA CORP,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30711-5484,1,Pony.ai,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1421-5482,1,Volvo Trucks North America,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30433-5480,1,DiDi Labs,No New or Updated Incident Reports,5,2023,MAY-2023,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
